First Name,Last Name,Matches Played,Goals Scored,Assists,Shots,Shots on Target,Shots to Shots on Target %,Shots to Goal %,Passes,Completed Passes,Pass accuarcy %
Kevin,De Bruyne,23,15,13,70,48,54.55%,23.08%,670,530,83.33%
Kylian,Griezmann,17,10,11,77,33,58.33%,24.44%,586,475,87.50%
Harry,Jr.,17,19,10,90,43,78.57%,21.33%,677,496,85.71%
Kylian,Ronaldo,25,12,11,80,48,61.54%,25.71%,431,389,91.67%
Cristiano,Ronaldo,24,21,7,90,39,56.25%,25.71%,517,365,80%
Neymar,Jr.,25,17,5,76,37,78.57%,25%,522,385,80%
Mohamed,Kane,20,11,10,64,25,56.25%,25%,439,401,87.50%
Neymar,Lewandowski,16,17,16,89,54,58.33%,14.55%,700,566,80%
Mohamed,Ronaldo,24,18,6,90,48,66.67%,25%,522,413,83.33%
Robert,Messi,24,17,6,90,50,61.54%,23.08%,646,564,85.71%
Antoine,Mbappé,22,15,10,54,25,58.33%,21.33%,427,381,87.50%
Lionel,Ronaldo,21,22,10,90,51,54.55%,23.08%,535,512,89.23%
Antoine,Kane,16,17,5,73,50,61.54%,21.33%,498,390,86.67%
Lionel,Kane,18,19,5,90,47,66.67%,21.33%,700,551,89.23%
Cristiano,Ronaldo,22,21,5,82,47,58.33%,21.33%,568,600,91.67%
Lionel,Jr.,23,18,9,57,40,78.57%,22.22%,522,350,87.27%
Kylian,Jr.,20,21,7,61,26,78.57%,25.71%,443,407,91.67%
Antoine,De Bruyne,16,17,7,62,48,66.67%,14.55%,568,492,87.27%
Robert,Griezmann,23,16,6,61,35,58.33%,25.45%,507,362,86.67%
Neymar,Kane,18,18,19,69,25,78.57%,22.22%,535,374,87.27%
Neymar,Messi,20,16,9,63,25,66.67%,21.33%,598,505,89.23%
Robert,De Bruyne,17,22,10,64,36,54.55%,21.33%,578,405,87.27%
Harry,Kane,19,20,10,90,60,66.67%,14.55%,700,600,85.71%
Lionel,Mbappé,21,13,6,85,37,63.64%,25.45%,450,409,80%
Cristiano,Mbappé,24,22,5,74,39,56.25%,14.55%,691,407,87.27%
Kylian,Kane,16,8,16,69,28,58.33%,20%,700,505,86.67%
Kevin,Griezmann,16,9,8,54,31,63.64%,25.45%,468,466,83.33%
Robert,De Bruyne,24,18,8,90,43,66.67%,24.44%,700,557,91.67%
Kylian,Lewandowski,16,18,8,90,49,61.54%,25.71%,700,600,91.67%
Neymar,Griezmann,16,14,13,71,34,54.55%,14.55%,465,447,87.27%
Cristiano,Jr.,25,19,8,86,28,55.56%,25%,559,552,80%
Neymar,Jr.,16,9,8,54,32,56.25%,25%,557,382,83.33%
Cristiano,Ronaldo,25,18,6,45,30,78.57%,22.22%,400,419,83.33%
Lionel,Messi,23,14,5,70,48,78.57%,25%,550,358,80%
Robert,Kane,19,22,10,90,57,66.67%,24.44%,700,575,89.23%
Robert,Mbappé,19,22,5,77,44,66.67%,24.44%,682,575,85.71%
Kevin,Mbappé,17,12,16,55,29,55.56%,14.55%,434,363,87.27%
Kevin,Messi,16,22,15,45,26,63.64%,23.08%,694,469,87.27%
Kevin,De Bruyne,17,8,20,66,28,63.64%,23.08%,463,448,87.27%
Cristiano,Ronaldo,23,12,15,72,44,55.56%,22.22%,400,380,80%
Kylian,De Bruyne,22,15,8,57,40,58.33%,25.71%,544,384,83.33%
Lionel,Jr.,23,21,19,84,25,66.67%,25.71%,700,375,87.27%
Harry,Kane,16,15,13,77,58,66.67%,24.44%,700,503,87.27%
Neymar,Mbappé,22,12,14,51,29,63.64%,22.22%,431,399,87.50%
Mohamed,Ronaldo,16,11,5,75,41,61.54%,25.71%,553,504,87.27%
Cristiano,Ronaldo,23,13,8,48,27,56.25%,25%,425,360,86.67%
Mohamed,De Bruyne,20,12,12,58,41,54.55%,23.08%,695,477,87.27%
Harry,Kane,17,18,7,86,54,66.67%,23.08%,629,600,89.23%
Kylian,Mbappé,25,16,5,52,25,55.56%,25%,516,416,87.50%
Harry,Mbappé,18,12,20,67,36,54.55%,24.44%,513,486,89.23%
Robert,Kane,22,22,5,90,57,66.67%,14.55%,700,600,85.71%
Cristiano,Messi,20,20,5,45,55,78.57%,25.71%,497,365,80%
Neymar,Ronaldo,22,18,10,77,27,66.67%,23.08%,669,383,89.23%
Harry,De Bruyne,16,10,11,63,42,66.67%,25.71%,548,600,87.27%
Kevin,De Bruyne,17,8,15,75,33,54.55%,14.55%,631,478,87.50%
Lionel,De Bruyne,19,18,6,90,52,66.67%,21.33%,700,573,85.71%
Lionel,Ronaldo,22,16,13,83,57,56.25%,25.71%,435,357,80%
Mohamed,Mbappé,16,12,7,73,36,66.67%,23.08%,613,457,87.27%
Kylian,Jr.,22,11,15,56,36,58.33%,20%,566,405,87.27%
Neymar,Ronaldo,25,21,8,45,35,55.56%,22.22%,423,362,87.50%
Lionel,Messi,21,22,12,86,57,78.57%,25.71%,601,550,80%
Cristiano,Ronaldo,25,18,5,50,60,56.25%,25%,444,360,80%
Robert,Kane,22,20,6,90,59,66.67%,24.44%,700,593,87.50%
Lionel,Jr.,21,9,14,45,35,54.55%,25.71%,437,350,87.50%
Cristiano,De Bruyne,24,15,13,78,32,63.64%,25%,537,381,89.23%
Cristiano,Lewandowski,18,22,11,90,44,56.25%,24.44%,661,576,80%
Robert,Salah,21,22,5,79,55,66.67%,25%,616,568,85.71%
Cristiano,Ronaldo,16,18,5,90,45,78.57%,21.33%,579,558,91.67%
Kylian,Jr.,22,18,7,54,50,61.54%,20%,537,435,86.67%
Cristiano,Messi,22,19,8,83,52,78.57%,24.44%,549,481,91.67%
Kylian,Mbappé,21,14,9,57,43,63.64%,25%,524,416,80%
Robert,Kane,18,15,11,90,56,66.67%,24.44%,630,537,91.67%
Neymar,Mbappé,17,16,13,67,36,63.64%,14.55%,483,600,83.33%
Kylian,Jr.,18,14,11,45,55,63.64%,25%,558,401,87.27%
Antoine,Lewandowski,16,14,20,74,27,54.55%,14.55%,700,591,87.27%
Neymar,Griezmann,16,13,5,47,30,63.64%,14.55%,590,416,83.33%
Kylian,Messi,18,20,9,90,50,66.67%,20%,700,575,85.71%
Harry,Kane,20,22,5,90,57,66.67%,21.33%,622,573,85.71%
Neymar,Ronaldo,21,19,9,55,51,55.56%,25%,510,358,80%
Kevin,Jr.,24,12,5,68,28,78.57%,14.55%,516,387,80%
Kylian,De Bruyne,21,14,7,57,32,58.33%,24.44%,537,463,87.27%
Antoine,Jr.,17,10,11,62,29,61.54%,14.55%,503,421,85.71%
Kevin,Griezmann,21,8,20,45,32,54.55%,22.22%,475,368,87.50%
Robert,Messi,22,21,9,77,57,61.54%,25%,651,599,89.23%
Antoine,Salah,16,16,6,71,37,78.57%,20%,679,415,89.23%
Robert,Mbappé,17,8,14,66,32,61.54%,22.22%,506,391,87.27%
Antoine,Kane,24,22,5,90,53,66.67%,24.44%,699,545,80%
Cristiano,Kane,23,17,5,90,58,66.67%,25.71%,700,584,85.71%
Kevin,Kane,19,22,6,86,59,66.67%,21.33%,681,600,85.71%
Kylian,Jr.,23,9,13,63,25,55.56%,14.55%,407,469,87.27%
Lionel,Messi,23,8,7,49,30,56.25%,14.55%,400,350,83.33%
Robert,Messi,16,12,8,55,51,66.67%,21.33%,623,486,89.23%
Lionel,Mbappé,19,19,6,45,30,63.64%,25.71%,400,463,86.67%
Cristiano,Ronaldo,22,14,7,65,30,78.57%,22.22%,400,350,83.33%
Kylian,De Bruyne,17,18,7,66,25,54.55%,14.55%,468,373,87.27%
Kevin,Griezmann,16,11,9,47,27,54.55%,20%,433,398,89.23%
Antoine,De Bruyne,16,8,17,56,42,54.55%,14.55%,483,379,86.67%
Antoine,Messi,19,11,10,87,60,78.57%,14.55%,700,587,85.71%
Cristiano,Ronaldo,25,17,8,83,43,56.25%,25%,592,397,87.50%
Kevin,De Bruyne,16,12,15,67,35,54.55%,20%,560,466,87.27%
Lionel,Kane,23,9,16,78,49,61.54%,25.71%,491,540,87.50%
Robert,Jr.,20,18,12,73,54,58.33%,25.71%,520,378,86.67%
Kylian,Ronaldo,23,19,5,71,52,56.25%,25%,401,389,80%
Mohamed,Kane,16,16,5,75,36,66.67%,23.08%,700,488,89.23%
Harry,Salah,24,21,7,90,58,56.25%,25.71%,655,545,91.67%
Antoine,Jr.,20,12,5,82,37,63.64%,20%,400,396,83.33%
Kylian,Kane,18,15,17,90,60,66.67%,14.55%,608,598,89.23%
Robert,Messi,21,22,5,90,54,78.57%,24.44%,604,575,85.71%
Lionel,Kane,18,22,6,90,44,66.67%,24.44%,700,600,85.71%
Lionel,Lewandowski,20,22,14,90,54,58.33%,24.44%,700,585,89.23%
Robert,De Bruyne,25,13,5,90,28,61.54%,25.71%,522,447,87.27%
Cristiano,Salah,25,12,5,45,25,56.25%,25%,400,374,83.33%
Kevin,Messi,16,19,11,87,35,66.67%,20%,700,600,89.23%
Cristiano,Messi,24,22,8,78,60,61.54%,21.33%,570,599,91.67%
Kylian,Jr.,16,8,16,50,36,55.56%,22.22%,410,433,87.50%
Neymar,Jr.,25,8,12,67,25,55.56%,25%,400,376,86.67%
Harry,Kane,21,19,10,90,41,66.67%,24.44%,688,558,89.23%
Neymar,Griezmann,25,8,13,57,28,63.64%,25.45%,405,396,91.67%
Kevin,Griezmann,16,8,18,58,34,54.55%,20%,533,482,87.27%
Lionel,Kane,19,20,5,90,48,58.33%,24.44%,700,569,86.67%
Neymar,Kane,17,12,7,62,39,54.55%,22.22%,449,586,80%
Robert,Kane,19,15,5,90,51,78.57%,25.71%,677,600,89.23%
Robert,Lewandowski,16,22,6,90,60,66.67%,14.55%,641,600,85.71%
Neymar,Griezmann,16,8,14,55,32,54.55%,22.22%,422,351,86.67%
Kylian,Lewandowski,19,20,8,90,54,66.67%,24.44%,700,600,89.23%
Robert,Griezmann,21,15,8,90,49,66.67%,25.71%,513,357,80%
Robert,Lewandowski,17,14,12,64,54,66.67%,25.71%,675,584,85.71%
Robert,Lewandowski,19,22,12,90,53,66.67%,21.33%,700,600,85.71%
Kevin,Kane,22,17,9,90,56,55.56%,25.71%,700,589,89.23%
Kevin,Salah,22,22,11,90,60,66.67%,24.44%,678,596,85.71%
Lionel,Jr.,25,15,9,52,53,63.64%,25%,467,361,87.27%
Kevin,De Bruyne,23,16,8,57,42,61.54%,22.22%,421,382,87.50%
Kevin,De Bruyne,22,8,13,45,25,58.33%,25.45%,472,456,87.50%
Mohamed,Kane,19,20,12,74,38,78.57%,25.45%,479,421,89.23%
Kylian,Messi,17,15,12,52,49,56.25%,21.33%,593,574,91.67%
Kylian,Salah,16,12,17,54,36,63.64%,22.22%,439,350,83.33%
Cristiano,De Bruyne,24,18,6,71,28,56.25%,25.45%,420,404,83.33%
Robert,Kane,23,18,5,76,49,66.67%,25%,659,360,80%
Lionel,Jr.,22,22,8,75,46,78.57%,20%,491,420,80%
Mohamed,Messi,21,19,12,79,42,66.67%,14.55%,607,558,87.27%
Kylian,Mbappé,25,8,8,45,38,56.25%,22.22%,496,355,83.33%
Antoine,Ronaldo,16,20,6,71,32,61.54%,20%,518,350,87.27%
Kevin,De Bruyne,16,8,16,58,30,54.55%,14.55%,540,469,87.27%
Mohamed,Kane,19,16,15,90,57,66.67%,21.33%,678,600,89.23%
Neymar,Kane,23,14,5,83,28,78.57%,20%,400,420,87.50%
Lionel,De Bruyne,22,10,9,56,42,78.57%,23.08%,607,548,89.23%
Robert,De Bruyne,16,17,8,64,38,66.67%,20%,620,489,86.67%
Harry,Kane,18,21,9,90,48,66.67%,21.33%,700,593,85.71%
Neymar,De Bruyne,17,8,11,51,25,63.64%,22.22%,498,370,87.50%
Kylian,Jr.,18,11,5,67,34,61.54%,22.22%,506,478,86.67%
Cristiano,Kane,25,22,9,73,42,78.57%,14.55%,584,596,89.23%
Cristiano,Griezmann,24,10,5,60,25,63.64%,22.22%,433,357,86.67%
Antoine,Kane,21,13,5,66,33,58.33%,20%,435,350,87.27%
Kevin,Jr.,18,9,11,72,25,55.56%,23.08%,596,489,87.27%
Kevin,Mbappé,23,17,20,60,36,54.55%,25.71%,700,539,89.23%
Robert,Kane,18,22,5,90,60,66.67%,24.44%,700,599,91.67%
Kylian,Mbappé,21,21,5,90,55,63.64%,23.08%,517,591,87.50%
Neymar,Messi,24,22,8,59,43,56.25%,25.45%,474,558,80%
Kylian,Mbappé,24,22,5,63,39,78.57%,25%,466,412,91.67%
Robert,Lewandowski,16,22,10,90,60,66.67%,24.44%,700,600,89.23%
Neymar,Kane,16,15,7,62,31,66.67%,21.33%,487,419,89.23%
Lionel,De Bruyne,23,18,14,71,36,54.55%,14.55%,503,359,91.67%
Cristiano,Jr.,17,19,5,75,26,78.57%,25%,448,396,87.27%
Cristiano,Salah,25,15,13,90,48,66.67%,21.33%,560,561,89.23%
Harry,De Bruyne,17,19,7,54,47,54.55%,21.33%,598,486,85.71%
Neymar,Jr.,18,11,5,62,25,54.55%,22.22%,565,375,87.27%
Harry,Lewandowski,23,22,6,90,52,78.57%,25%,651,600,91.67%
Cristiano,Ronaldo,25,19,9,66,38,55.56%,25%,452,361,87.27%
Robert,Ronaldo,24,16,5,76,31,58.33%,25%,519,358,80%
Neymar,Ronaldo,25,17,5,66,26,56.25%,25.71%,560,403,91.67%
Kylian,Messi,24,16,15,59,49,61.54%,14.55%,700,507,87.27%
Kevin,Lewandowski,16,14,14,72,27,54.55%,14.55%,594,473,87.27%
Lionel,Kane,23,12,11,84,46,56.25%,25%,553,513,87.27%
Antoine,Lewandowski,23,17,6,88,48,58.33%,14.55%,468,403,91.67%
Mohamed,De Bruyne,22,19,5,79,45,58.33%,22.22%,400,356,86.67%
Cristiano,Messi,19,18,9,82,51,61.54%,25.45%,494,368,87.50%
Lionel,Ronaldo,25,10,9,71,38,78.57%,25.71%,450,387,87.50%
Robert,Kane,22,13,12,66,25,56.25%,20%,514,372,83.33%
Antoine,De Bruyne,16,8,10,62,33,54.55%,14.55%,551,452,87.27%
Neymar,Salah,22,15,5,52,28,63.64%,22.22%,439,367,87.27%
Kevin,Lewandowski,18,17,8,90,30,55.56%,23.08%,509,390,85.71%
Kevin,Messi,17,10,17,82,28,54.55%,25.45%,698,503,89.23%
Mohamed,Messi,23,18,9,84,49,78.57%,25.45%,509,360,80%
Lionel,Kane,18,10,8,61,34,61.54%,22.22%,485,363,91.67%
Cristiano,Messi,22,17,8,90,39,63.64%,24.44%,654,589,85.71%
Harry,De Bruyne,17,14,6,66,37,63.64%,14.55%,598,493,87.27%
Harry,Jr.,24,21,7,75,37,58.33%,23.08%,566,398,86.67%
Robert,Jr.,16,12,20,51,27,58.33%,14.55%,467,350,87.50%
Harry,Jr.,16,13,7,70,33,58.33%,23.08%,504,478,87.50%
Harry,Messi,19,22,7,85,42,78.57%,25.71%,593,583,80%
Harry,Mbappé,22,16,11,59,34,56.25%,23.08%,481,412,83.33%
Kevin,De Bruyne,20,8,20,45,38,54.55%,14.55%,519,350,86.67%
Lionel,Ronaldo,22,18,7,78,43,66.67%,25%,656,472,91.67%
Cristiano,Ronaldo,22,13,9,80,31,66.67%,25%,404,364,89.23%
Cristiano,Mbappé,24,15,5,45,29,56.25%,22.22%,471,350,87.50%
Harry,Griezmann,18,20,6,90,42,58.33%,21.33%,681,600,87.27%
Kevin,Messi,16,19,12,52,29,58.33%,14.55%,527,463,87.50%
Neymar,Salah,17,10,16,54,31,58.33%,14.55%,473,450,87.50%
Neymar,Jr.,16,8,11,46,25,55.56%,14.55%,452,435,87.50%
Neymar,Ronaldo,22,8,8,55,33,55.56%,25.45%,418,479,86.67%
Kevin,De Bruyne,16,8,6,61,28,66.67%,21.33%,487,393,80%
Harry,Jr.,23,8,5,56,33,55.56%,25.45%,400,352,86.67%
Harry,Lewandowski,16,16,16,90,45,66.67%,24.44%,700,510,85.71%
Cristiano,Ronaldo,25,22,5,81,42,78.57%,25%,484,407,80%
Kevin,Messi,22,19,12,75,60,54.55%,21.33%,587,600,85.71%
Cristiano,Jr.,21,18,8,54,28,58.33%,21.33%,509,397,91.67%
Kevin,Lewandowski,16,17,7,90,45,78.57%,20%,468,563,87.27%
Neymar,Jr.,22,8,7,46,30,63.64%,23.08%,400,361,86.67%
Robert,Griezmann,16,13,8,88,34,54.55%,21.33%,686,469,87.50%
Kevin,Jr.,25,17,11,87,44,56.25%,22.22%,518,379,87.50%
Robert,Salah,18,9,7,66,48,66.67%,21.33%,631,542,89.23%
Neymar,Griezmann,16,17,15,63,47,66.67%,24.44%,503,600,86.67%
Lionel,Messi,25,20,5,71,39,63.64%,22.22%,443,369,80%
Lionel,Griezmann,20,13,5,78,29,78.57%,14.55%,700,596,86.67%
Robert,Kane,17,22,12,90,60,78.57%,24.44%,700,556,85.71%
Mohamed,Jr.,17,8,12,55,37,63.64%,22.22%,413,376,87.50%
Harry,Ronaldo,25,21,7,90,45,56.25%,25%,655,582,85.71%
Cristiano,Ronaldo,25,18,6,66,33,56.25%,25%,477,380,83.33%
Antoine,De Bruyne,20,10,18,51,28,61.54%,20%,525,406,87.50%
Harry,Ronaldo,16,15,5,61,50,56.25%,20%,648,423,86.67%
Robert,Jr.,24,16,12,59,45,55.56%,25%,436,355,80%
Neymar,Ronaldo,24,8,11,54,25,55.56%,22.22%,401,350,87.50%
Harry,Ronaldo,25,20,8,58,60,56.25%,25%,571,552,91.67%
Lionel,Jr.,23,18,7,82,52,66.67%,24.44%,700,384,85.71%
Kylian,Griezmann,22,13,9,90,54,66.67%,25.71%,654,549,86.67%
Lionel,Kane,23,21,5,84,47,66.67%,23.08%,623,547,80%
Robert,De Bruyne,16,18,5,90,33,66.67%,24.44%,601,600,85.71%
Antoine,Griezmann,22,9,5,53,39,55.56%,23.08%,499,399,80%
Robert,Mbappé,23,18,8,90,45,55.56%,25%,452,416,80%
Harry,Lewandowski,17,22,5,90,47,66.67%,20%,700,600,85.71%
Neymar,Jr.,18,8,12,53,37,54.55%,25.45%,470,365,87.27%
Kevin,Griezmann,23,13,7,66,37,56.25%,23.08%,596,365,87.50%
Mohamed,Salah,19,18,12,90,36,66.67%,24.44%,639,577,91.67%
Harry,Lewandowski,20,18,7,90,56,66.67%,24.44%,700,600,91.67%
Robert,Messi,24,21,8,74,54,78.57%,25.71%,493,386,85.71%
Lionel,Griezmann,19,13,11,69,33,54.55%,14.55%,480,350,87.27%
Antoine,De Bruyne,21,14,10,66,34,58.33%,14.55%,504,460,87.27%
Kevin,Jr.,18,11,15,75,32,54.55%,14.55%,700,352,87.27%
Harry,Lewandowski,16,21,5,70,57,66.67%,14.55%,700,588,87.27%
Robert,Lewandowski,23,22,8,87,50,78.57%,21.33%,526,385,91.67%
Harry,Lewandowski,16,14,6,77,42,58.33%,21.33%,700,573,87.27%
Antoine,Griezmann,18,21,8,90,50,63.64%,24.44%,700,599,89.23%
Harry,Lewandowski,22,14,9,90,48,66.67%,23.08%,529,600,91.67%
Antoine,Griezmann,23,8,7,57,25,54.55%,14.55%,504,360,83.33%
Lionel,Mbappé,19,8,16,69,32,54.55%,25.45%,508,376,87.27%
Neymar,Messi,24,9,11,63,25,63.64%,20%,533,370,83.33%
Lionel,Lewandowski,19,20,10,90,60,66.67%,24.44%,677,589,85.71%
Antoine,De Bruyne,17,13,5,52,31,55.56%,14.55%,453,491,87.50%
Antoine,Jr.,20,8,7,50,39,63.64%,25.45%,415,410,83.33%
Lionel,Jr.,25,9,10,45,34,56.25%,23.08%,408,444,80%
Neymar,Mbappé,21,14,10,45,53,55.56%,25.45%,400,386,91.67%
Mohamed,Griezmann,16,12,6,45,38,66.67%,24.44%,530,424,87.27%
Cristiano,Mbappé,22,15,8,75,36,54.55%,24.44%,501,374,89.23%
Robert,Lewandowski,16,20,8,90,58,66.67%,21.33%,700,600,89.23%
Lionel,Kane,17,12,5,74,35,54.55%,14.55%,526,598,89.23%
Harry,Messi,16,12,20,90,33,78.57%,21.33%,671,533,91.67%
Antoine,Messi,16,22,7,90,60,66.67%,21.33%,700,600,89.23%
Robert,Lewandowski,18,20,5,90,48,63.64%,21.33%,700,562,89.23%
Mohamed,Mbappé,16,18,10,62,25,58.33%,14.55%,545,464,83.33%
Lionel,Messi,25,20,5,75,60,56.25%,20%,696,575,80%
Neymar,Griezmann,25,20,5,78,26,63.64%,25%,447,380,87.50%
Robert,Lewandowski,19,22,5,90,58,66.67%,25%,700,581,87.27%
Cristiano,De Bruyne,21,22,10,82,50,56.25%,25%,700,588,91.67%
Harry,Lewandowski,19,20,5,90,53,66.67%,25.71%,700,600,89.23%
Robert,De Bruyne,16,15,9,88,54,58.33%,20%,570,575,85.71%
Robert,Jr.,24,17,15,49,36,55.56%,22.22%,455,375,87.50%
Antoine,Mbappé,19,16,20,78,29,66.67%,25.45%,700,380,87.50%
Kylian,Mbappé,23,8,20,63,30,56.25%,20%,537,468,87.27%
Kevin,De Bruyne,16,11,13,70,25,54.55%,14.55%,541,472,87.27%
Cristiano,Ronaldo,23,17,6,87,47,78.57%,25%,470,394,85.71%
Kylian,Salah,22,12,10,68,33,78.57%,25%,452,377,89.23%
Neymar,Ronaldo,21,19,5,79,25,56.25%,25.71%,402,401,91.67%
Kevin,Griezmann,16,8,20,45,27,54.55%,14.55%,421,350,83.33%
Mohamed,Jr.,16,9,12,49,25,54.55%,20%,487,413,89.23%
Robert,Mbappé,23,16,9,90,52,78.57%,23.08%,700,600,87.50%
Antoine,Griezmann,22,9,7,58,33,63.64%,23.08%,400,374,80%
Cristiano,De Bruyne,16,11,20,65,26,63.64%,25.45%,538,399,85.71%
Antoine,Mbappé,20,8,13,56,25,55.56%,20%,531,455,87.27%
Kevin,Griezmann,16,10,20,77,25,58.33%,14.55%,593,496,87.27%
Cristiano,Ronaldo,25,11,5,90,50,56.25%,25.71%,677,393,80%
Kevin,Griezmann,16,8,18,57,34,58.33%,24.44%,544,473,87.50%
Harry,Griezmann,22,16,9,57,28,55.56%,23.08%,474,384,87.50%
Kylian,Ronaldo,24,11,11,53,35,56.25%,22.22%,409,368,80%
Kevin,Mbappé,17,15,12,62,31,54.55%,21.33%,484,485,87.27%
Lionel,Griezmann,16,18,10,48,26,66.67%,20%,492,370,87.50%
Kevin,Messi,20,11,10,73,36,58.33%,14.55%,510,384,87.27%
Antoine,Kane,16,22,9,90,50,66.67%,24.44%,672,600,85.71%
Cristiano,Griezmann,21,14,8,52,32,63.64%,14.55%,482,392,85.71%
Cristiano,Kane,24,18,8,82,51,78.57%,24.44%,700,600,87.27%
Cristiano,Griezmann,22,11,9,45,34,63.64%,25%,517,379,86.67%
Robert,De Bruyne,22,18,10,90,47,66.67%,24.44%,608,419,86.67%
Kevin,Mbappé,20,8,7,73,53,58.33%,24.44%,527,381,87.27%
Cristiano,Salah,23,20,5,80,47,63.64%,14.55%,543,362,80%
Robert,Jr.,16,13,6,69,36,63.64%,14.55%,426,417,87.27%
Lionel,Ronaldo,23,15,9,79,29,54.55%,25.45%,484,583,85.71%
Robert,Jr.,17,14,7,60,31,54.55%,14.55%,526,401,83.33%
Kevin,Kane,16,10,19,66,27,58.33%,20%,424,507,87.27%
Lionel,Lewandowski,18,19,14,74,51,61.54%,25.71%,700,517,87.27%
Robert,Kane,17,22,9,90,54,66.67%,21.33%,700,555,89.23%
Robert,Ronaldo,24,17,5,71,53,66.67%,25.71%,700,567,80%
Kevin,Mbappé,20,8,14,61,30,55.56%,20%,491,350,87.50%
Mohamed,De Bruyne,16,21,10,66,48,66.67%,25.71%,514,564,85.71%
Cristiano,Mbappé,24,22,8,56,37,63.64%,25.71%,454,373,80%
Mohamed,Jr.,24,9,7,57,27,58.33%,21.33%,515,473,86.67%
Kylian,Griezmann,19,21,7,90,25,56.25%,14.55%,505,600,87.27%
Kylian,Mbappé,23,16,11,78,25,63.64%,25%,473,385,87.27%
Robert,Mbappé,22,11,5,65,26,56.25%,14.55%,473,361,91.67%
Mohamed,Mbappé,18,9,6,66,26,54.55%,14.55%,579,479,87.27%
Cristiano,Salah,19,21,15,66,48,56.25%,21.33%,497,600,85.71%
Lionel,Ronaldo,22,22,5,86,53,78.57%,25.71%,435,566,89.23%
Lionel,Mbappé,17,11,5,71,37,58.33%,25.45%,507,424,86.67%
Kylian,Mbappé,16,20,11,76,44,78.57%,25%,505,371,83.33%
Mohamed,Salah,23,13,5,55,50,61.54%,23.08%,651,388,85.71%
Harry,Lewandowski,24,16,11,74,55,56.25%,25.71%,700,521,91.67%
Harry,Jr.,21,21,5,90,57,66.67%,14.55%,595,570,89.23%
Neymar,Salah,21,8,12,45,25,55.56%,22.22%,495,350,87.27%
Cristiano,Messi,25,20,6,78,25,56.25%,25.71%,400,350,80%
Cristiano,Jr.,21,12,9,45,31,58.33%,25.45%,533,350,87.50%
Cristiano,Jr.,25,20,7,78,43,56.25%,25.71%,700,576,80%
Lionel,De Bruyne,16,16,18,67,26,58.33%,14.55%,581,482,87.27%
Robert,Kane,17,16,5,90,46,61.54%,24.44%,700,600,87.27%
Neymar,Kane,18,19,8,90,28,55.56%,20%,606,424,89.23%
Harry,Lewandowski,21,22,11,84,42,66.67%,21.33%,700,564,89.23%
Kevin,De Bruyne,16,8,14,64,30,66.67%,24.44%,514,491,87.27%
Kevin,Salah,17,10,5,48,25,61.54%,14.55%,460,400,86.67%
Antoine,Ronaldo,17,22,7,58,28,66.67%,25%,595,368,86.67%
Lionel,Jr.,19,10,12,69,25,63.64%,24.44%,583,515,89.23%
Lionel,Ronaldo,24,12,11,80,53,56.25%,20%,574,361,89.23%
Kevin,Ronaldo,24,14,7,77,30,56.25%,23.08%,517,407,87.50%
Antoine,Jr.,16,13,15,53,36,54.55%,20%,506,364,87.50%
Harry,Lewandowski,19,18,5,90,49,66.67%,21.33%,700,565,89.23%
Neymar,Ronaldo,25,9,6,57,41,61.54%,22.22%,551,378,80%
Robert,Lewandowski,18,21,5,89,60,66.67%,21.33%,657,590,85.71%
Neymar,Kane,22,20,5,87,33,66.67%,24.44%,400,373,87.27%
Cristiano,Messi,25,22,5,81,38,56.25%,25%,540,450,91.67%
Harry,Kane,18,19,5,90,54,61.54%,21.33%,591,358,89.23%
Mohamed,De Bruyne,19,14,12,70,43,66.67%,14.55%,616,599,89.23%
Kevin,Ronaldo,21,11,6,83,29,54.55%,14.55%,477,399,87.27%
Harry,De Bruyne,16,8,8,90,53,54.55%,25.71%,672,572,87.27%
Neymar,De Bruyne,20,8,12,61,25,54.55%,14.55%,504,350,87.50%
Robert,Ronaldo,24,16,6,63,40,54.55%,25.71%,400,363,80%
Lionel,Griezmann,16,13,11,67,39,54.55%,22.22%,466,382,87.50%
Antoine,De Bruyne,20,14,6,63,32,63.64%,21.33%,503,401,87.27%
Cristiano,Messi,22,22,9,55,44,58.33%,25.71%,635,452,87.50%
Cristiano,Jr.,21,8,7,49,25,56.25%,22.22%,490,409,80%
Harry,De Bruyne,17,13,9,55,25,66.67%,14.55%,487,404,83.33%
Harry,Lewandowski,19,19,5,90,55,66.67%,21.33%,700,600,85.71%
Kevin,Kane,16,11,10,75,33,54.55%,20%,575,492,87.27%
Lionel,Ronaldo,25,21,7,90,27,78.57%,25.71%,635,371,85.71%
Robert,Kane,20,22,9,83,49,66.67%,25%,648,557,89.23%
Lionel,Kane,16,20,7,90,51,66.67%,21.33%,700,574,85.71%
Harry,Lewandowski,24,15,5,90,50,66.67%,25.71%,608,582,89.23%
Neymar,Salah,17,8,11,45,28,63.64%,22.22%,449,389,87.50%
Antoine,Mbappé,22,22,10,90,52,66.67%,24.44%,648,600,80%
Robert,Lewandowski,18,22,7,90,60,78.57%,21.33%,700,600,89.23%
Cristiano,Messi,22,18,5,71,40,78.57%,22.22%,700,525,87.50%
Antoine,Griezmann,25,21,8,75,59,66.67%,14.55%,490,540,91.67%
Neymar,Ronaldo,21,10,17,45,26,56.25%,22.22%,445,376,83.33%
